id,lat,lon,name
335303419,,,Walmart Supercentre
485972950,,,Real Canadian Superstore
551739781,,,Real Canadian Superstore
562919373,,,Sobeys
575765754,,,Walmart Supercentre
613907688,,,No Frills
643915863,,,Save On Foods
653839286,,,Sobeys
653839303,,,Save-On-Foods
690989926,,,Co-op
692636620,,,Shopper's Drug Mart
702518903,,,Evergreen Super Market
730281332,,,Menisa Reddi Mart
750910832,,,Safeway
943422003,,,Freson Bros.
1060090830,,,Italian Centre Shop
1084923076,,,Safeway
1089520957,,,FreshCo
1091059621,,,Real Canadian Superstore
1211728572,,,Safeway
1211728577,,,Safeway
