id,lat,lon,name
458750576,,,Minchau Park
461426468,,,Ritchie Park
461426469,,,Lilliput Park
461626541,,,Unknown
461629785,,,Graunke Park
462247372,,,Rampart Constructed Wetland Park
463555650,,,Unknown
463580460,,,Unknown
466545441,,,Dawson Park
466545442,,,Kinnaird Park
466546879,,,Unknown
467101157,,,Amherst Park
468418097,,,Unknown
468418098,,,Unknown
468453975,,,Unknown
468453976,,,Unknown
469222728,,,Secord Park
469222729,,,Unknown
469281571,,,Ralph Hopp Park
469321619,,,Lymburn Park
469325127,,,Walter Fitzgerald Park
469556364,,,Herb Link Park
469556683,,,Dunluce Park
476426045,,,Unknown
476444436,,,Unknown
477985198,,,Rio Terrace Park
478343262,,,Walker Park
478351003,,,Walker Park
478351042,,,The Orchards At Ellerslie Park
478357009,,,Orchards Residents Association Park
478357011,,,Summerside Park
478357018,,,Summerside Park
478361421,,,The Orchards At Ellerslie Tree Park
478361424,,,The Orchards At Ellerslie Park
478361428,,,Unknown
478361429,,,Walker Park
479417807,,,Patricia Park
479441663,,,Brookside Park
479441682,,,William Bramley-Moore Park
479553987,,,The Orchards Circle Park
479558994,,,The Orchards Tree park 1
479559014,,,Unknown
479565823,,,Inglewood Park
479574887,,,Orchards Triangle Park
479583854,,,Summerside Community League Park
479587014,,,Doug Kelly Park
479587809,,,John Patrick Gillese Park
479595588,,,Ormsby Park
479608951,,,Guinevere Park
479616701,,,Westridge Park
479619513,,,Poplar Park
479620775,,,Willoughby Park
479639353,,,La Perle Park
479657390,,,Summerlea Park
479660255,,,Aldergrove Park
479665804,,,Glenwood Park
479667062,,,Jack Horan Park
479667937,,,Burgess Manor Park
479669104,,,Unknown
479977504,,,Thorncliff Park
480038966,,,Caernarvon Park
480038971,,,Carlisle Park
480124769,,,Laurel Park
480124789,,,Laurel Park
480127136,,,Cashman Park
480914869,,,Morgan Park
480916274,,,Liberton Park
480916279,,,Lacombe Lake Park
482522964,,,Unknown
484292959,,,Summerside Park
485428224,,,James A. Christianson Park
486655587,,,Mill Woods Sport Park
486670228,,,Unknown
488084516,,,Dixon Pond Park
488607917,,,MacEwan Park
488608604,,,Blackmud Creek Park
489087952,,,Unknown
489241640,,,Unknown
493145464,,,Unknown
495979571,,,Hawkins Park
495979572,,,Sheppard Park
497951260,,,Unknown
498966286,,,Alexander Rutherford Park
498966314,,,Rutherford Park
498966315,,,Star Blanket Park
