id,lat,lon,name
425460425,,,McKernan Playground
425577564,,,Unknown
426391176,,,Blair McPherson Playground
427983806,,,Unknown
429154681,,,Unknown
429393574,,,Unknown
429415728,,,Unknown
430135427,,,Unknown
430200110,,,Unknown
430458456,,,Unknown
431463156,,,Unknown
431463157,,,Unknown
431464589,,,Unknown
432316916,,,Unknown
432450853,,,Unknown
434312326,,,Unknown
435752090,,,Unknown
436817776,,,Unknown
438357130,,,Unknown
439252535,,,Tamarak Playground
453965675,,,Unknown
455433931,,,Kittlitz Park Playground
455544276,,,Unknown
459946116,,,Jackie Parker Splash Pad
459946117,,,Unknown
459946118,,,Unknown
459946121,,,Unknown
459946135,,,Unknown
460082161,,,Unknown
461625462,,,Unknown
462177413,,,Unknown
469321618,,,Unknown
477985199,,,Unknown
477985201,,,Unknown
478343263,,,Aurora Toddler Park
478351055,,,The Orchards Residents Association Playground
478351084,,,Unknown
478361425,,,Unknown
478361426,,,Unknown
479441667,,,Brookside Playground
479558995,,,Unknown
480038970,,,Carlslie
480124778,,,Unknown
480449862,,,Abbey Park Playground
486655578,,,Unknown
487092623,,,Unknown
487092624,,,Unknown
487092625,,,Unknown
487498980,,,Unknown
487839106,,,Unknown
488142219,,,Unknown
488355601,,,Unknown
494626318,,,Unknown
499434361,,,Unknown
504897371,,,Meyonohk Park Playground
515399900,,,Unknown
517498054,,,Unknown
518681501,,,Unknown
520703954,,,Unknown
520833048,,,Unknown
521498435,,,Unknown
523867695,,,Unknown
523867696,,,Unknown
523898328,,,Maple Crest Playground
523969124,,,Unknown
524190829,,,Unknown
524284367,,,Unknown
533303631,,,Unknown
533303633,,,Unknown
533303634,,,Unknown
533303638,,,Unknown
533303642,,,Unknown
533303644,,,Unknown
533303645,,,Unknown
533303646,,,Unknown
533403273,,,Unknown
533403274,,,Unknown
533413403,,,Unknown
533413407,,,Unknown
533425941,,,Unknown
533425943,,,Unknown
533425944,,,Sister Anna Brockman Playground
533425950,,,Unknown
533426320,,,Unknown
533428345,,,Unknown
533428346,,,Unknown
533428351,,,Unknown
533429643,,,Unknown
533467833,,,Unknown
533467835,,,Unknown
533467841,,,Unknown
533474700,,,Unknown
533474701,,,Unknown
533475875,,,Unknown
533475876,,,Unknown
533478582,,,Unknown
533595332,,,Unknown
533648542,,,Unknown
533648551,,,Unknown
533676084,,,Unknown
533706100,,,Unknown
533706669,,,Unknown
533708628,,,Unknown
533708751,,,Unknown
533710948,,,Unknown
533713448,,,Unknown
533901879,,,Unknown
533909418,,,Unknown
533910923,,,Unknown
533930347,,,Unknown
534097408,,,Unknown
534104767,,,Unknown
534106003,,,Unknown
534130929,,,Unknown
534155732,,,Unknown
534157238,,,Unknown
534182013,,,Unknown
534183311,,,Unknown
534183884,,,Unknown
534387231,,,Unknown
534411700,,,Beaver Lodge
534411701,,,Ice Cave & Melt Water Play Area
534673785,,,Unknown
534673786,,,Unknown
534710643,,,Unknown
535072178,,,Unknown
535072179,,,Unknown
535072180,,,Unknown
535072181,,,Unknown
535085019,,,Unknown
535085024,,,Unknown
535295344,,,Unknown
535295355,,,Unknown
535320438,,,Unknown
535321877,,,Unknown
535365596,,,Unknown
535365598,,,Unknown
535365602,,,Unknown
535365605,,,Unknown
535458366,,,Unknown
535458367,,,Unknown
535672961,,,Unknown
535907054,,,Unknown
536180663,,,Unknown
536185572,,,Unknown
536229224,,,Unknown
536229225,,,Unknown
536229226,,,Unknown
536242701,,,Unknown
536249355,,,Unknown
536251775,,,Unknown
536251776,,,Unknown
536478560,,,Unknown
536481560,,,Unknown
536483069,,,Unknown
536579044,,,Unknown
536728972,,,Unknown
536728974,,,Unknown
536756154,,,Unknown
536756155,,,Unknown
536756158,,,Unknown
536777155,,,Unknown
536778286,,,Unknown
536778288,,,Unknown
537044058,,,Unknown
537314061,,,Unknown
539885825,,,Unknown
539902057,,,Gold Bar Playground
543916911,,,Unknown
543916924,,,Unknown
544671825,,,Unknown
544826647,,,Unknown
544896497,,,Unknown
547528640,,,Unknown
547771446,,,Unknown
551745409,,,Unknown
551766563,,,Creekwood Childrens Playground
552007268,,,Unknown
552215714,,,Unknown
552215716,,,Unknown
553838020,,,Unknown
553887040,,,Unknown
554723197,,,Unknown
554747506,,,Callingwood Spray Park
555352389,,,Unknown
555357499,,,Unknown
555593330,,,Unknown
555593364,,,Unknown
555814185,,,Unknown
556343284,,,Unknown
566468128,,,Unknown
575388724,,,Unknown
575399311,,,Alexander Rutherford Park Playground
578559780,,,Unknown
578666546,,,Unknown
579018643,,,Unknown
579769142,,,Unknown
579769146,,,Unknown
583356196,,,Unknown
591444549,,,Unknown
594664763,,,Unknown
594664771,,,Unknown
597877290,,,Unknown
597877291,,,Unknown
612124609,,,Unknown
614227176,,,Bessie Nichols Playground
620515728,,,Unknown
621632826,,,Unknown
623561932,,,Unknown
623942672,,,Unknown
624279523,,,Unknown
627453430,,,Unknown
631442836,,,Unknown
643010110,,,Unknown
643210844,,,Unknown
645096379,,,Unknown
645820237,,,Unknown
646134923,,,Unknown
648912092,,,Unknown
649295184,,,Unknown
649373666,,,Unknown
649373685,,,Unknown
656596578,,,Splash Pad
656596579,,,Caribbean Cove
671409204,,,Unknown
673731701,,,Unknown
673820364,,,Unknown
679144662,,,Unknown
681561304,,,Rapperswill Playground
685010951,,,Unknown
693623619,,,Brintnell Playground
700184362,,,Unknown
709779674,,,Unknown
709779675,,,Unknown
713470742,,,Unknown
736269865,,,Unknown
736371043,,,Unknown
740484737,,,Unknown
771213582,,,Unknown
814353562,,,Unknown
838021692,,,Unknown
838933872,,,Unknown
838933874,,,Unknown
839092751,,,Unknown
839092764,,,Unknown
839092765,,,Unknown
839462764,,,Unknown
839932381,,,Unknown
839932382,,,Unknown
840020575,,,Unknown
841029881,,,Unknown
841029882,,,Unknown
841029883,,,Unknown
842229214,,,Unknown
842374290,,,Unknown
842977748,,,Unknown
843198704,,,Unknown
843768198,,,Unknown
843797798,,,Unknown
844822520,,,Unknown
845188957,,,Unknown
845583040,,,Unknown
864004581,,,Hardisty School Playground
864006464,,,Fulton Place Spray Park
870513253,,,Unknown
941016133,,,Unknown
959800692,,,Unknown
961648727,,,Unknown
962308320,,,Unknown
1053197508,,,Unknown
1053197509,,,Unknown
1054120244,,,Unknown
1054120245,,,Unknown
1054120275,,,Unknown
1054624477,,,Unknown
1054624609,,,Unknown
1054972289,,,Unknown
1054972290,,,Unknown
1054972312,,,Unknown
1054972313,,,Unknown
1054972314,,,Unknown
1054972315,,,Unknown
1056290866,,,Unknown
1056290867,,,Unknown
1056290868,,,Unknown
1056290876,,,Unknown
1056548228,,,Unknown
1056548474,,,Unknown
1056548475,,,Unknown
1057074171,,,Unknown
1057516721,,,Unknown
1057516726,,,Unknown
1057516745,,,Unknown
1057516746,,,Unknown
1057516747,,,Unknown
1057516749,,,Unknown
1057516750,,,Unknown
1057726181,,,Unknown
1057786292,,,Unknown
1057786294,,,Unknown
1057791702,,,Unknown
1057791703,,,Unknown
1057791718,,,Unknown
1059715986,,,Unknown
1060190480,,,Unknown
1060385394,,,Unknown
1061226588,,,Unknown
1061226589,,,Unknown
1061226590,,,Unknown
1061226591,,,Unknown
1061246296,,,Unknown
1061246297,,,Unknown
1061246302,,,Unknown
1061246303,,,Unknown
1061246305,,,Unknown
1063703582,,,Unknown
1063785289,,,Unknown
1063787786,,,Unknown
1063787787,,,Unknown
1063787788,,,Unknown
1064104996,,,Unknown
1064105000,,,Unknown
1064105004,,,Unknown
1064105006,,,Unknown
1065386600,,,Unknown
1067663214,,,Unknown
1076696277,,,Unknown
1076696278,,,Unknown
1082142214,,,Unknown
1084526063,,,Unknown
1084551347,,,Unknown
1085229805,,,Unknown
1085899381,,,Unknown
1086126392,,,Unknown
