neighbourhood,lacking_canopy_z,pop_density_z,65plus_z,total_pop_z,homeowners_core_z,total_core_z,tennants_core_z,owners_30pct_shelter_z,total_30pct_shelter_z,tennants_30pct_shelter_z,tennants_subsidized_z,low_income_measure_z,low_income_cutoff_z,housing_1960_z,housing_1961_80_z,new_lim_65plus_z,new_lico_65plus_z,prop_children_z,gini_index_z,single_parent_z,bottom_decile_z,bottom_half_z,second_decile_z,living_alone_z,less_than_hs_z,non_perm_resident_z,non_citizens_z,unsuitable_housing_z,lico_aftertax_total_z,lim_aftertax_total_z,renters_z,visible_minority_z,unemployed_z,temperature_z,canopy_target_z,lacking_canopy_z_VI,pop_density_z_VI,65plus_z_VI,total_pop_z_VI,homeowners_core_z_VI,total_core_z_VI,tennants_core_z_VI,owners_30pct_shelter_z_VI,total_30pct_shelter_z_VI,tennants_30pct_shelter_z_VI,tennants_subsidized_z_VI,low_income_measure_z_VI,low_income_cutoff_z_VI,housing_1960_z_VI,housing_1961_80_z_VI,new_lim_65plus_z_VI,new_lico_65plus_z_VI,prop_children_z_VI,gini_index_z_VI,single_parent_z_VI,bottom_decile_z_VI,bottom_half_z_VI,second_decile_z_VI,living_alone_z_VI,less_than_hs_z_VI,non_perm_resident_z_VI,non_citizens_z_VI,unsuitable_housing_z_VI,lico_aftertax_total_z_VI,lim_aftertax_total_z_VI,renters_z_VI,visible_minority_z_VI,unemployed_z_VI,temperature_z_VI,canopy_target_z_VI,unweighted_score,weighted_score,demographics_subscore,Housing_subscore,Income_subscore,Environment_subscore,the_geom,geometry,longitude,latitude,centroid
ABBOTTSFIELD,0.717508794,1.001598345,-1.014872697,-0.688574815,1.0724846986699652,1.4872658952310422,1.4059170490847448,0.2121802617062176,0.6044817664860492,0.5864003440186613,1.4221253655782602,3.772578072844584,1.9307708996343915,-0.526914313,1.5366758245336776,0.7318377282561943,-0.536483577,2.0042212753859285,0.1124966213342916,5.018556508501514,2.6550218646106005,2.249769208415173,2.588055183095836,-0.389168888,2.4498392720730675,-0.279851611,0.6538513983742248,2.250945038903305,2.901531433003053,3.8622182284966007,0.9730998393603396,0.9313626281672608,-0.093474519,1.2517942726198965,0.7161982745636168,4,5,2,3,5,5,5,4,4,4,5,6,5,3,5,4,3,6,4,6,6,6,6,3,6,3,4,6,6,6,4,4,3,5,4,160,13.912926558883274,1.2989443598470347,1.5782491894118016,4.35102390828154,0.4372727477482669,"MULTIPOLYGON (((-113.38763361949056 53.57613482614986, -113.38362778603656 53.574608062477324, -113.384054874502 53.57359969033422, -113.384370602104 53.57290764891141, -113.3846562219543 53.57228236881799, -113.3852398908054 53.57172595132667, -113.38714658267777 53.57070612258346, -113.38852222926712 53.570453599074995, -113.3895548108397 53.57038923365791, -113.39136743841154 53.570383844689324, -113.39371166098624 53.570376834570915, -113.39370624959511 53.57191512757635, -113.39369790571753 53.57276679221887, -113.3936940190968 53.57354261672531, -113.39369066891517 53.57432134543333, -113.39368735456308 53.57509164354834, -113.3940814783264 53.57509174427493, -113.39407538253663 53.576628652344326, -113.39407396032226 53.57716401522783, -113.39402871030627 53.57719140902553, -113.39402858038403 53.57731452832997, -113.39402685989222 53.57763946885274, -113.39375492946782 53.57791003198801, -113.38885796374302 53.57660141757646, -113.38763361949056 53.57613482614986)))","MULTIPOLYGON (((-113.38763361949056 53.57613482614986, -113.38362778603656 53.574608062477324, -113.384054874502 53.57359969033422, -113.384370602104 53.57290764891141, -113.3846562219543 53.57228236881799, -113.3852398908054 53.57172595132667, -113.38714658267777 53.57070612258346, -113.38852222926712 53.570453599074995, -113.3895548108397 53.57038923365791, -113.39136743841154 53.570383844689324, -113.39371166098624 53.570376834570915, -113.39370624959511 53.57191512757635, -113.39369790571753 53.57276679221887, -113.3936940190968 53.57354261672531, -113.39369066891517 53.57432134543333, -113.39368735456308 53.57509164354834, -113.3940814783264 53.57509174427493, -113.39407538253663 53.576628652344326, -113.39407396032226 53.57716401522783, -113.39402871030627 53.57719140902553, -113.39402858038403 53.57731452832997, -113.39402685989222 53.57763946885274, -113.39375492946782 53.57791003198801, -113.38885796374302 53.57660141757646, -113.38763361949056 53.57613482614986)))",-113.38966126014438,53.573730156548116,POINT (-113.38966126014438 53.573730156548116)
ALBANY,1.383038278,-0.869778823,-1.114432184,-0.731551693,-0.115824966,-0.777319848,-0.875575878,0.8980694368270693,0.2898501168216973,-0.063044968,-0.721331791,-0.15948752,0.2829270895538737,-0.676721203,-1.083628117,-1.066389783,-0.536483577,0.3402027051802592,-0.180220785,-0.354365349,-0.180502276,-0.321696013,-0.391264426,0.0291728205888728,-0.311825096,-0.343384251,-0.705994824,-0.001610239,0.2085228652464732,-0.311265392,0.0116296176816919,0.9629353494592926,-0.490418289,-0.835398093,1.3805121785258057,5,3,2,3,3,3,3,4,4,3,3,3,4,3,2,2,3,4,3,3,3,3,3,4,3,3,3,3,4,3,4,4,3,3,5,114,9.267398707427525,-0.364957848787293,-0.0780994510591791,-0.4310268885683575,0.3396980987242395,"MULTIPOLYGON (((-113.56024507936962 53.63160365457783, -113.55979640746395 53.63174372505938, -113.55351441059753 53.633704597909215, -113.55350756944988 53.63370673618777, -113.55248207876026 53.63413849541477, -113.55153803121593 53.63453594825926, -113.55004872506954 53.635085223783925, -113.54742572896609 53.6360525381421, -113.54277501144546 53.63604903256413, -113.54263565348458 53.63604892437659, -113.5414200017215 53.6360479770178, -113.54134540966392 53.63604791860889, -113.54117909409564 53.63604816462092, -113.54117596343433 53.6287117415365, -113.55351128749155 53.62871710748651, -113.55942879661924 53.62871923041679, -113.56335837555193 53.62873034131337, -113.56326455779453 53.62882097997765, -113.56319902606513 53.62888137744232, -113.5630210133342 53.62904543942182, -113.56226844984674 53.629739016544626, -113.56024507936962 53.63160365457783)))","MULTIPOLYGON (((-113.56024507936962 53.63160365457783, -113.55979640746395 53.63174372505938, -113.55351441059753 53.633704597909215, -113.55350756944988 53.63370673618777, -113.55248207876026 53.63413849541477, -113.55153803121593 53.63453594825926, -113.55004872506954 53.635085223783925, -113.54742572896609 53.6360525381421, -113.54277501144546 53.63604903256413, -113.54263565348458 53.63604892437659, -113.5414200017215 53.6360479770178, -113.54134540966392 53.63604791860889, -113.54117909409564 53.63604816462092, -113.54117596343433 53.6287117415365, -113.55351128749155 53.62871710748651, -113.55942879661924 53.62871923041679, -113.56335837555193 53.62873034131337, -113.56326455779453 53.62882097997765, -113.56319902606513 53.62888137744232, -113.5630210133342 53.62904543942182, -113.56226844984674 53.629739016544626, -113.56024507936962 53.63160365457783)))",-113.54977584119,53.63171969942624,POINT (-113.54977584119 53.63171969942624)
ALBERTA AVENUE,-1.545291451,0.924028306,-0.180229819,1.093012092008015,1.4599769805315406,1.2433874305463266,0.9970473488961824,0.2611723456434214,0.8750649851973925,0.8687678709056018,1.0470203631477777,0.6489745642551644,0.8618992390416234,1.980905588754859,-0.457246462,1.5410401083015743,1.1293009588216498,-0.769170306,-0.491233029,0.8464799334888936,0.9308904234982108,1.2263040544168682,1.2080941959371174,0.6933398033462266,1.4221245887428111,-0.110099066,-0.10123041,0.2493577201486927,0.8014788801653531,0.8027720685027377,0.5553089664274063,0.00589738,1.109072425967227,-0.487532699,-1.542468999,2,4,3,5,5,5,4,4,4,4,5,4,4,5,3,5,5,3,3,4,4,5,5,4,5,3,3,4,4,4,4,4,5,3,2,140,11.637338117456208,0.913038746089308,1.1174268995514367,1.7383411837074372,-0.5996567301145272,"MULTIPOLYGON (((-113.49225733739199 53.57661667063993, -113.49041748251274 53.57662685157623, -113.48887464067948 53.57662499584055, -113.48733268742862 53.576625697595745, -113.48577733270987 53.5766230330131, -113.48423435434066 53.57662147988059, -113.48268841184394 53.57662205425715, -113.48122419884771 53.57662273663365, -113.47961708791946 53.576623781557096, -113.47796982561574 53.57672151821286, -113.47796481149255 53.57513635868887, -113.47795810885148 53.573545977715, -113.47796032804459 53.571955144616126, -113.47795787832004 53.5703902224568, -113.47822790562516 53.570390153242606, -113.47821656757257 53.56889626833957, -113.47820156457327 53.56736095517532, -113.47818371544523 53.56581926442561, -113.47817029113041 53.56429120005696, -113.47815677893023 53.562750335268625, -113.47814204747263 53.561032418256474, -113.47923330098297 53.561027131347196, -113.47963671658975 53.56109093164405, -113.48119966290243 53.56081525852326, -113.48264148995813 53.56056092569711, -113.48412553286984 53.56043304579855, -113.48563144858038 53.56030474822915, -113.48638770935193 53.56024032256522, -113.48700431522573 53.56004609361281, -113.4886064951431 53.559497713378995, -113.48950784602533 53.55919150912507, -113.4901187852579 53.55914074891273, -113.49184845652299 53.5590236624389, -113.4917328512954 53.559469071322134, -113.49175182425148 53.56103482008844, -113.4917619190792 53.562704295470134, -113.49178150595102 53.56424466149052, -113.49179781062054 53.5657764800793, -113.49179879124681 53.567315876644784, -113.49182402325125 53.56884944239676, -113.491815176425 53.569905452635574, -113.49202858103199 53.570377402768706, -113.49228046046899 53.5709060689809, -113.49226543655404 53.57195296514253, -113.49226808905505 53.573143775431845, -113.49226895921929 53.57354133361225, -113.49225698233184 53.57513007169986, -113.49225541051868 53.57532301436281, -113.49225733739199 53.57661667063993)))","MULTIPOLYGON (((-113.49225733739199 53.57661667063993, -113.49041748251274 53.57662685157623, -113.48887464067948 53.57662499584055, -113.48733268742862 53.576625697595745, -113.48577733270987 53.5766230330131, -113.48423435434066 53.57662147988059, -113.48268841184394 53.57662205425715, -113.48122419884771 53.57662273663365, -113.47961708791946 53.576623781557096, -113.47796982561574 53.57672151821286, -113.47796481149255 53.57513635868887, -113.47795810885148 53.573545977715, -113.47796032804459 53.571955144616126, -113.47795787832004 53.5703902224568, -113.47822790562516 53.570390153242606, -113.47821656757257 53.56889626833957, -113.47820156457327 53.56736095517532, -113.47818371544523 53.56581926442561, -113.47817029113041 53.56429120005696, -113.47815677893023 53.562750335268625, -113.47814204747263 53.561032418256474, -113.47923330098297 53.561027131347196, -113.47963671658975 53.56109093164405, -113.48119966290243 53.56081525852326, -113.48264148995813 53.56056092569711, -113.48412553286984 53.56043304579855, -113.48563144858038 53.56030474822915, -113.48638770935193 53.56024032256522, -113.48700431522573 53.56004609361281, -113.4886064951431 53.559497713378995, -113.48950784602533 53.55919150912507, -113.4901187852579 53.55914074891273, -113.49184845652299 53.5590236624389, -113.4917328512954 53.559469071322134, -113.49175182425148 53.56103482008844, -113.4917619190792 53.562704295470134, -113.49178150595102 53.56424466149052, -113.49179781062054 53.5657764800793, -113.49179879124681 53.567315876644784, -113.49182402325125 53.56884944239676, -113.491815176425 53.569905452635574, -113.49202858103199 53.570377402768706, -113.49228046046899 53.5709060689809, -113.49226543655404 53.57195296514253, -113.49226808905505 53.573143775431845, -113.49226895921929 53.57354133361225, -113.49225698233184 53.57513007169986, -113.49225541051868 53.57532301436281, -113.49225733739199 53.57661667063993)))",-113.48518663354791,53.56849479582773,POINT (-113.48518663354791 53.56849479582773)
ALDERGROVE,-0.081126587,0.38103804,-0.115439018,0.676917781,0.581661142,0.5465918171614234,0.4573393446472797,-0.490039608,0.3087280158015592,0.5581635913299672,-0.260488502,0.0426280008231029,-0.028827145,-0.587711274,0.8487348707806396,0.012546724,0.2408825395805851,0.6530167040469312,-0.271694974,0.7690691646947456,-0.10535249,0.5812538114485697,0.1966553376585012,-0.648374004,0.3299191663449461,-0.064715751,0.9249082887642124,1.0521923596859395,-0.162074644,-0.111736295,-0.005525976,0.2543002399630364,0.9775896101529936,0.6952096418297008,-0.08097841,3,4,3,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,3,4,3,4,4,3,4,3,4,5,3,3,3,4,4,4,3,127,10.332248367073468,0.5016130154344898,0.5450617851939492,0.1565119412352582,0.0801728421574912,"MULTIPOLYGON (((-113.65208909985091 53.51950230864683, -113.65208942041124 53.51970170428518, -113.65208977022574 53.51992624011504, -113.65209000729054 53.52007895685767, -113.65209018886338 53.5201957483347, -113.65209039101717 53.52032511936028, -113.65209058287606 53.52044820105706, -113.65209078965496 53.52058841818314, -113.65209103927081 53.520741258952015, -113.65209130955678 53.520915318399226, -113.65209161924719 53.521111438564844, -113.65209209504317 53.52127789824795, -113.64911109342985 53.521350603953096, -113.6469984884731 53.5213951177975, -113.64409438321002 53.52146726946705, -113.63975813853811 53.52155155074655, -113.63713234483913 53.52160251130316, -113.63358989749516 53.52152764522542, -113.63046868897008 53.52128898038755, -113.63059717959871 53.52012340103485, -113.63063757041289 53.519137792197114, -113.63058227575196 53.518359110177855, -113.63042877683237 53.517061128015, -113.63005406980739 53.51489087329662, -113.62990998792104 53.512174428590676, -113.65207270625682 53.5121953854836, -113.65207930745689 53.51265538837674, -113.65207926138751 53.51269764043381, -113.65207897464015 53.51295756694915, -113.65207928050559 53.51315784159485, -113.65207968497714 53.51342043624871, -113.65208002217481 53.51364486175068, -113.65208013149854 53.51371213128393, -113.65208048351077 53.51393677248209, -113.65208082744452 53.51416589676457, -113.6520811865112 53.51439501389349, -113.6520816134831 53.51466903246147, -113.65208192579001 53.51487091196813, -113.6520821970855 53.51504834942732, -113.65208244091052 53.515214600129596, -113.6520826571165 53.51535127692223, -113.65208274156397 53.51540520215393, -113.65208298404696 53.51556959184182, -113.65208318207704 53.515692106638184, -113.6520833662388 53.515814289808326, -113.65208362006415 53.51598115965369, -113.65208393865291 53.51618779272753, -113.65208423004313 53.51637197869086, -113.65208471826745 53.51668986788725, -113.65208489392168 53.516811248562554, -113.65208493881539 53.516842578374565, -113.65208512527727 53.51695417332682, -113.65208530877499 53.51706576197816, -113.6520854772691 53.517177341597744, -113.65208564568916 53.51728893020101, -113.65208582925935 53.51740050986031, -113.6520859992599 53.51751208947802, -113.65208618275574 53.517623678118895, -113.65208635125514 53.51773525682945, -113.65208651967313 53.51784684542229, -113.65208670324142 53.517958425071114, -113.6520868716586 53.51807001365976, -113.65208704165667 53.51818159326492, -113.65208729589433 53.518339576794226, -113.65208737363774 53.51839431970496, -113.6520876104451 53.51853805049088, -113.65208783073297 53.51868177313787, -113.6520880389361 53.51882549844203, -113.6520884227198 53.519062268835185, -113.65208880188486 53.519304756094925, -113.65208909985091 53.51950230864683)))","MULTIPOLYGON (((-113.65208909985091 53.51950230864683, -113.65208942041124 53.51970170428518, -113.65208977022574 53.51992624011504, -113.65209000729054 53.52007895685767, -113.65209018886338 53.5201957483347, -113.65209039101717 53.52032511936028, -113.65209058287606 53.52044820105706, -113.65209078965496 53.52058841818314, -113.65209103927081 53.520741258952015, -113.65209130955678 53.520915318399226, -113.65209161924719 53.521111438564844, -113.65209209504317 53.52127789824795, -113.64911109342985 53.521350603953096, -113.6469984884731 53.5213951177975, -113.64409438321002 53.52146726946705, -113.63975813853811 53.52155155074655, -113.63713234483913 53.52160251130316, -113.63358989749516 53.52152764522542, -113.63046868897008 53.52128898038755, -113.63059717959871 53.52012340103485, -113.63063757041289 53.519137792197114, -113.63058227575196 53.518359110177855, -113.63042877683237 53.517061128015, -113.63005406980739 53.51489087329662, -113.62990998792104 53.512174428590676, -113.65207270625682 53.5121953854836, -113.65207930745689 53.51265538837674, -113.65207926138751 53.51269764043381, -113.65207897464015 53.51295756694915, -113.65207928050559 53.51315784159485, -113.65207968497714 53.51342043624871, -113.65208002217481 53.51364486175068, -113.65208013149854 53.51371213128393, -113.65208048351077 53.51393677248209, -113.65208082744452 53.51416589676457, -113.6520811865112 53.51439501389349, -113.6520816134831 53.51466903246147, -113.65208192579001 53.51487091196813, -113.6520821970855 53.51504834942732, -113.65208244091052 53.515214600129596, -113.6520826571165 53.51535127692223, -113.65208274156397 53.51540520215393, -113.65208298404696 53.51556959184182, -113.65208318207704 53.515692106638184, -113.6520833662388 53.515814289808326, -113.65208362006415 53.51598115965369, -113.65208393865291 53.51618779272753, -113.65208423004313 53.51637197869086, -113.65208471826745 53.51668986788725, -113.65208489392168 53.516811248562554, -113.65208493881539 53.516842578374565, -113.65208512527727 53.51695417332682, -113.65208530877499 53.51706576197816, -113.6520854772691 53.517177341597744, -113.65208564568916 53.51728893020101, -113.65208582925935 53.51740050986031, -113.6520859992599 53.51751208947802, -113.65208618275574 53.517623678118895, -113.65208635125514 53.51773525682945, -113.65208651967313 53.51784684542229, -113.65208670324142 53.517958425071114, -113.6520868716586 53.51807001365976, -113.65208704165667 53.51818159326492, -113.65208729589433 53.518339576794226, -113.65208737363774 53.51839431970496, -113.6520876104451 53.51853805049088, -113.65208783073297 53.51868177313787, -113.6520880389361 53.51882549844203, -113.6520884227198 53.519062268835185, -113.65208880188486 53.519304756094925, -113.65208909985091 53.51950230864683)))",-113.64115873265821,53.51679476483867,POINT (-113.64115873265821 53.51679476483867)
ALLARD,1.516144175,1.593877906,-1.461938343,1.9173867355477607,-0.45165161,-0.352274524,-0.270448722,0.7021011010782557,0.566725969,0.3322695698204144,-0.721331791,-0.104365105,-0.29604506,-0.659751927,-1.083628117,-1.066389783,-0.536483577,0.7488193047047361,-0.363169164,-0.998779973,-0.400708876,-0.042159386,-0.610005668,-0.73178386,-0.782473074,0.3990244017923217,1.7712401099987645,0.264697272148665,-0.335020148,-0.344520241,-0.318396193,1.8672162319177303,-0.737153464,0.6256365629809278,1.513374959318244,5,5,2,5,3,3,3,4,4,4,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,4,5,4,3,3,3,5,3,4,5,121,9.709056995421822,0.5593237179830384,0.1823687558964961,-0.6422239487793744,0.6111630798575451,"MULTIPOLYGON (((-113.51693024033614 53.40651237060445, -113.51690745335705 53.40642553096025, -113.51659039306105 53.40645523866237, -113.51637788942627 53.406588102930804, -113.51637957315575 53.40586748856769, -113.51637995260494 53.40570501314143, -113.51638078172199 53.40534973589719, -113.51621842517922 53.405361819824556, -113.51493850046307 53.4053602690101, -113.51460447645655 53.40535986791403, -113.51452292947796 53.40535976916781, -113.51284500668248 53.4053577382685, -113.51251799475499 53.405357339272705, -113.51251790550906 53.40534778207204, -113.51251588666743 53.40513355960891, -113.51251112310327 53.404632335053556, -113.51251048236175 53.40456512724647, -113.51251000035575 53.40451468386729, -113.5125054079789 53.40403308854543, -113.51250467808728 53.40395657963612, -113.51250114734374 53.40358640957685, -113.51249703802145 53.403153860218474, -113.5124947144155 53.40290935198676, -113.51249354143167 53.40278597184864, -113.51249320871602 53.40275101590816, -113.51249257177724 53.402684004893366, -113.51246897983619 53.40020464793191, -113.51246700242034 53.39999695843382, -113.51316393227413 53.39999466260566, -113.51388725246431 53.39999227604313, -113.51475855486312 53.39998939470703, -113.51474691725163 53.39864912457549, -113.51576370882412 53.39864690887383, -113.5158147053918 53.39864680923654, -113.51597515635798 53.39864644698169, -113.5160742614035 53.39864622951004, -113.51615669481362 53.398646049543345, -113.51615542058299 53.39851250554628, -113.51615624561667 53.398511480865636, -113.51615377986036 53.398340623045094, -113.51615308896942 53.398268319806476, -113.51614749934902 53.398075289298774, -113.51614548138163 53.397878214180814, -113.5161438843886 53.39772143498162, -113.51614056061295 53.39739784831921, -113.51613105000727 53.3964713184895, -113.51620988048597 53.396456904991524, -113.51628871091172 53.39644249144137, -113.51629162950185 53.395992182902035, -113.51654013753068 53.39599275799618, -113.516978731365 53.39599377186261, -113.5280989519427 53.39593292697959, -113.52833252772754 53.39595591731632, -113.52839619380089 53.395962184162315, -113.54042467169735 53.39592491255426, -113.54071205322789 53.39592400717519, -113.54071446145747 53.39672221787955, -113.5408081610508 53.39927861200481, -113.54080596691891 53.40045502420857, -113.5408083966491 53.40047765723091, -113.54080839987144 53.40049244135379, -113.54080843956359 53.40069824634901, -113.54080849840072 53.40099430888345, -113.54080852651124 53.4011341514584, -113.54080854600596 53.40123708584553, -113.54080761773078 53.40124802927392, -113.54080441741047 53.401285793186354, -113.54079676314866 53.40135499708848, -113.54076541673469 53.401542843734326, -113.54075229914577 53.40162144955677, -113.54072863919832 53.401706783241906, -113.5407155920546 53.40175384235189, -113.54066320676868 53.40190070102965, -113.54062052848545 53.40200025589147, -113.54057618789973 53.40209148760743, -113.54049765139816 53.40223221854292, -113.54040580873917 53.40237361890712, -113.54030418644861 53.402510057110675, -113.5401813901402 53.402654873309146, -113.54006012561454 53.40278180823715, -113.53994691742258 53.402889059242305, -113.53984015704305 53.40298204242615, -113.5397442288903 53.40305982845762, -113.53952205861772 53.40322249482818, -113.53720543758509 53.40469212400121, -113.53638422299825 53.404250995056934, -113.53609977742414 53.40411810681681, -113.53554666504937 53.40385969723837, -113.53469921210916 53.40355999537123, -113.53401157261418 53.40338381913603, -113.53308673846298 53.403226441852105, -113.53245830555517 53.403166549490116, -113.53190970220048 53.40314366733487, -113.53130745918732 53.40314135454431, -113.53045306649106 53.40314258016384, -113.52927508882296 53.40314425980508, -113.52860373160566 53.40314521136809, -113.52756452423539 53.40314954978832, -113.52643584817366 53.40319303496204, -113.52565365935956 53.40326097816403, -113.52501762913363 53.403350532609316, -113.52419832741136 53.4035219251733, -113.52340055168852 53.40376454725451, -113.52275605368001 53.40402596926108, -113.52203814341765 53.40440608847615, -113.52160116513805 53.404660848248454, -113.5205769985091 53.405259961812746, -113.52008168042495 53.40554890526176, -113.51807235820752 53.40642706288054, -113.51792529801163 53.406518410806946, -113.51786863487885 53.40655360748485, -113.51766971724373 53.406677165264576, -113.51693024033614 53.40651237060445)))","MULTIPOLYGON (((-113.51693024033614 53.40651237060445, -113.51690745335705 53.40642553096025, -113.51659039306105 53.40645523866237, -113.51637788942627 53.406588102930804, -113.51637957315575 53.40586748856769, -113.51637995260494 53.40570501314143, -113.51638078172199 53.40534973589719, -113.51621842517922 53.405361819824556, -113.51493850046307 53.4053602690101, -113.51460447645655 53.40535986791403, -113.51452292947796 53.40535976916781, -113.51284500668248 53.4053577382685, -113.51251799475499 53.405357339272705, -113.51251790550906 53.40534778207204, -113.51251588666743 53.40513355960891, -113.51251112310327 53.404632335053556, -113.51251048236175 53.40456512724647, -113.51251000035575 53.40451468386729, -113.5125054079789 53.40403308854543, -113.51250467808728 53.40395657963612, -113.51250114734374 53.40358640957685, -113.51249703802145 53.403153860218474, -113.5124947144155 53.40290935198676, -113.51249354143167 53.40278597184864, -113.51249320871602 53.40275101590816, -113.51249257177724 53.402684004893366, -113.51246897983619 53.40020464793191, -113.51246700242034 53.39999695843382, -113.51316393227413 53.39999466260566, -113.51388725246431 53.39999227604313, -113.51475855486312 53.39998939470703, -113.51474691725163 53.39864912457549, -113.51576370882412 53.39864690887383, -113.5158147053918 53.39864680923654, -113.51597515635798 53.39864644698169, -113.5160742614035 53.39864622951004, -113.51615669481362 53.398646049543345, -113.51615542058299 53.39851250554628, -113.51615624561667 53.398511480865636, -113.51615377986036 53.398340623045094, -113.51615308896942 53.398268319806476, -113.51614749934902 53.398075289298774, -113.51614548138163 53.397878214180814, -113.5161438843886 53.39772143498162, -113.51614056061295 53.39739784831921, -113.51613105000727 53.3964713184895, -113.51620988048597 53.396456904991524, -113.51628871091172 53.39644249144137, -113.51629162950185 53.395992182902035, -113.51654013753068 53.39599275799618, -113.516978731365 53.39599377186261, -113.5280989519427 53.39593292697959, -113.52833252772754 53.39595591731632, -113.52839619380089 53.395962184162315, -113.54042467169735 53.39592491255426, -113.54071205322789 53.39592400717519, -113.54071446145747 53.39672221787955, -113.5408081610508 53.39927861200481, -113.54080596691891 53.40045502420857, -113.5408083966491 53.40047765723091, -113.54080839987144 53.40049244135379, -113.54080843956359 53.40069824634901, -113.54080849840072 53.40099430888345, -113.54080852651124 53.4011341514584, -113.54080854600596 53.40123708584553, -113.54080761773078 53.40124802927392, -113.54080441741047 53.401285793186354, -113.54079676314866 53.40135499708848, -113.54076541673469 53.401542843734326, -113.54075229914577 53.40162144955677, -113.54072863919832 53.401706783241906, -113.5407155920546 53.40175384235189, -113.54066320676868 53.40190070102965, -113.54062052848545 53.40200025589147, -113.54057618789973 53.40209148760743, -113.54049765139816 53.40223221854292, -113.54040580873917 53.40237361890712, -113.54030418644861 53.402510057110675, -113.5401813901402 53.402654873309146, -113.54006012561454 53.40278180823715, -113.53994691742258 53.402889059242305, -113.53984015704305 53.40298204242615, -113.5397442288903 53.40305982845762, -113.53952205861772 53.40322249482818, -113.53720543758509 53.40469212400121, -113.53638422299825 53.404250995056934, -113.53609977742414 53.40411810681681, -113.53554666504937 53.40385969723837, -113.53469921210916 53.40355999537123, -113.53401157261418 53.40338381913603, -113.53308673846298 53.403226441852105, -113.53245830555517 53.403166549490116, -113.53190970220048 53.40314366733487, -113.53130745918732 53.40314135454431, -113.53045306649106 53.40314258016384, -113.52927508882296 53.40314425980508, -113.52860373160566 53.40314521136809, -113.52756452423539 53.40314954978832, -113.52643584817366 53.40319303496204, -113.52565365935956 53.40326097816403, -113.52501762913363 53.403350532609316, -113.52419832741136 53.4035219251733, -113.52340055168852 53.40376454725451, -113.52275605368001 53.40402596926108, -113.52203814341765 53.40440608847615, -113.52160116513805 53.404660848248454, -113.5205769985091 53.405259961812746, -113.52008168042495 53.40554890526176, -113.51807235820752 53.40642706288054, -113.51792529801163 53.406518410806946, -113.51786863487885 53.40655360748485, -113.51766971724373 53.406677165264576, -113.51693024033614 53.40651237060445)))",-113.52650560534498,53.400295262031584,POINT (-113.52650560534498 53.400295262031584)
